Order_ID,Product_Line,Product_Name,Size,Units_Sold,MRP,Discount_Applied,Revenue,Order_Date,Sales_Channel,Region,Profit
2016.0,Basketball,Air Jordan,M,1.0,9871.75,0.3,6910.22,17-03-2025,Retail,hyderbad,3452.69
2017.0,Basketball,Air Jordan,9,4.0,3424.06,0.0,0.0,17-03-2025,Retail,Delhi,2946.24
2018.0,Training,Metcon 7,XL,0.0,3424.06,1.17,0.0,2025/01/17,Online,bengaluru,33.110000000000014
2019.0,Running,Air Zoom,6,0.0,3424.06,0.32,0.0,2025/01/17,Online,Hyderabad,2915.24
2020.0,Soccer,Tiempo Legend,L,-1.0,7086.7,0.67,0.0,28-03-2025,Retail,Mumbai,1439.96
2021.0,Running,Free RN,L,-1.0,7086.7,0.66,-2409.48,2024/11/19,Retail,Hyd,-120.49000000000001
2022.0,Soccer,Premier III,M,0.0,5003.95,0.0,0.0,2024/09/24,Online,Pune,4427.16
2023.0,Lifestyle,Waffle One,M,0.0,5003.95,0.0,0.0,10-01-2025,Online,Mumbai,2498.37
2024.0,Training,SuperRep Go,XL,0.0,9820.5,0.5,0.0,28-12-2024,Retail,Bangalore,2842.35
2025.0,Basketball,Kyrie Flytrap,M,3.0,9820.5,0.0,0.0,2024-08-10,Retail,Mumbai,2900.15
2026.0,Lifestyle,Blazer Mid,XL,1.0,3270.23,0.16,0.0,2024-08-10,Retail,Kolkata,3301.64
2027.0,Basketball,Zoom Freak,XL,0.0,3270.23,0.22,0.0,2023-10-28,Online,Pune,861.26
2028.0,Training,Flex Trainer,12,0.0,3270.23,0.0,0.0,2023-10-28,Retail,Delhi,53.139999999999986
2029.0,Training,ZoomX Invincible,12,0.0,3493.04,0.0,0.0,2023-10-28,Online,Bangalore,814.33
2030.0,Soccer,Phantom GT,XL,4.0,3493.04,1.05,0.0,2025/07/14,Retail,Hyd,877.0699999999999
2031.0,Soccer,Premier III,XL,4.0,3493.04,0.82,2514.99,2024-05-09,Online,Delhi,1350.7
2032.0,Lifestyle,Blazer Mid,XL,1.0,6235.71,1.07,0.0,11-04-2025,Retail,Mumbai,444.84000000000003
2033.0,Soccer,Mercurial Superfly,XL,-1.0,6235.71,0.0,0.0,30-04-2025,Retail,Kolkata,-5.710000000000036
2034.0,Basketball,Air Jordan,6,4.0,6235.71,0.0,0.0,30-04-2025,Retail,Delhi,732.63
2035.0,Basketball,Zoom Freak,7,4.0,5653.14,0.38,0.0,17-11-2024,Online,Bangalore,3914.83
2036.0,Training,Metcon 7,7,3.0,5653.14,0.0,0.0,15-02-2025,Retail,Bangalore,856.2
2037.0,Running,Pegasus Turbo,7,3.0,5653.14,1.01,-169.59,22-04-2025,Retail,Pune,3776.96
2038.0,Running,Free RN,M,0.0,2767.7,0.83,0.0,22-04-2025,Online,Delhi,2163.21
2039.0,Training,Flex Trainer,M,3.0,2767.7,0.63,0.0,22-04-2025,Retail,hyderbad,663.7
2002.0,Basketball,Zoom Freak,XL,3.0,5075.22,0.0,0.0,07-03-2025,Retail,Delhi,1145.08
2041.0,Soccer,Tiempo Legend,12,4.0,5553.88,0.0,0.0,2025/03/05,Online,Hyd,3371.66
2042.0,Basketball,Kyrie Flytrap,L,4.0,3492.89,0.0,0.0,2025/04/19,Online,hyderbad,137.84000000000003
2043.0,Soccer,Premier III,XL,4.0,3492.89,0.77,0.0,2024-05-02,Retail,Delhi,4770.75
2044.0,Training,SuperRep Go,XL,4.0,8577.75,0.0,0.0,2023-09-06,Online,Delhi,3174.71
2045.0,Lifestyle,Dunk Low,XL,4.0,8577.75,0.0,0.0,2025-04-06,Retail,Delhi,2833.94
2046.0,Running,Air Zoom,12,1.0,8577.75,1.04,0.0,2024-06-13,Online,Kolkata,2284.33
2047.0,Training,SuperRep Go,10,1.0,8577.75,0.0,0.0,2024-06-13,Retail,Bangalore,3888.68
2048.0,Basketball,Air Jordan,XL,1.0,7767.2,0.0,0.0,27-10-2024,Online,Bangalore,3875.86
2049.0,Soccer,Tiempo Legend,L,1.0,7767.2,0.0,0.0,2024-01-05,Retail,Pune,1311.48
2050.0,Running,Air Zoom,L,1.0,9155.96,0.57,0.0,2024-01-05,Retail,Kolkata,1682.12
2051.0,Basketball,Air Jordan,XL,3.0,9155.96,0.37,0.0,2024-01-05,Retail,Delhi,4135.98
2052.0,Training,Flex Trainer,10,3.0,9155.96,0.0,0.0,2024-10-08,Retail,Pune,3184.8
2053.0,Lifestyle,Air Force 1,XL,3.0,6009.58,0.0,0.0,2024/10/02,Online,Delhi,4384.92
2054.0,Training,Flex Trainer,11,-1.0,6216.29,0.0,0.0,2025/06/23,Online,Mumbai,450.24
2055.0,Basketball,Kyrie Flytrap,L,3.0,6216.29,0.0,0.0,26-10-2024,Online,hyderbad,-78.75999999999999
2056.0,Running,React Infinity,L,3.0,6216.29,0.0,0.0,2024-05-31,Retail,Bangalore,755.56
2048.0,Lifestyle,Waffle One,M,3.0,6216.29,0.94,1118.93,2024/09/14,Online,Mumbai,357.98
2058.0,Training,Flex Trainer,11,-1.0,4985.92,0.0,0.0,2023-12-27,Online,Kolkata,1361.54
2059.0,Soccer,Phantom GT,L,-1.0,9507.54,0.0,0.0,2023-12-27,Retail,Delhi,1291.28
2060.0,Lifestyle,Waffle One,L,2.0,7979.26,0.0,0.0,2024-07-11,Online,bengaluru,3821.59
2061.0,Basketball,LeBron 20,L,2.0,9751.0,0.0,0.0,10-09-2024,Online,Mumbai,498.32
2062.0,Basketball,Air Jordan,M,2.0,9751.0,0.0,0.0,06-06-2025,Online,Bangalore,2823.91
2063.0,Basketball,Air Jordan,M,1.0,9751.0,0.16,8190.84,06-09-2024,Retail,Pune,2130.31
2064.0,Running,React Infinity,L,2.0,7557.71,0.0,0.0,2025/03/02,Online,Bangalore,4277.4400000000005
2065.0,Lifestyle,Waffle One,10,-1.0,5259.05,0.78,0.0,2024-02-11,Retail,Hyd,1021.58
2066.0,Soccer,Phantom GT,XL,-1.0,5259.05,0.0,0.0,2024-12-10,Online,Mumbai,2022.8200000000002
2067.0,Basketball,LeBron 20,L,4.0,3588.38,0.0,0.0,06-05-2025,Online,Kolkata,1161.5
2068.0,Running,Free RN,L,4.0,2553.29,0.0,0.0,2024/12/05,Retail,Mumbai,1984.9
2069.0,Training,SuperRep Go,L,3.0,7502.24,0.0,0.0,2025-07-14,Online,Pune,4554.58
2070.0,Running,React Infinity,L,3.0,7849.81,0.0,0.0,2025/01/12,Retail,Mumbai,2112.4300000000003
2071.0,Lifestyle,Blazer Mid,M,3.0,7849.81,0.49,12010.21,2025/01/12,Retail,Pune,117.03999999999996
2072.0,Training,Flex Trainer,12,3.0,4251.74,0.0,0.0,03-11-2024,Retail,Pune,4639.2
2073.0,Lifestyle,Blazer Mid,12,4.0,4251.74,0.85,0.0,03-11-2024,Online,Hyd,1443.8600000000001
2074.0,Training,Flex Trainer,L,-1.0,4251.74,0.57,0.0,2025/07/14,Online,Kolkata,2958.4700000000003
2075.0,Basketball,Air Jordan,L,4.0,4251.74,0.0,0.0,2025/07/14,Online,Pune,3345.35
2076.0,Training,ZoomX Invincible,11,0.0,6970.47,0.0,0.0,13-10-2024,Retail,bengaluru,3011.25
2077.0,Training,ZoomX Invincible,L,0.0,6970.47,0.0,0.0,2023-11-21,Online,Pune,4332.66
2078.0,Basketball,LeBron 20,XL,0.0,6970.47,0.0,0.0,2025/01/19,Online,Mumbai,1262.79
2079.0,Running,Pegasus Turbo,XL,-1.0,4322.06,0.0,0.0,2025/01/19,Online,bengaluru,1279.78
2080.0,Lifestyle,Blazer Mid,L,-1.0,9291.74,0.0,0.0,2025-03-31,Online,Bangalore,-5.889999999999986
2081.0,Training,ZoomX Invincible,L,-1.0,9291.74,0.0,0.0,2024-02-14,Online,Mumbai,3810.49
2028.0,Running,Free RN,M,-1.0,9291.74,0.21,0.0,2024-02-14,Online,Hyderabad,4303.01
2083.0,Running,Free RN,M,2.0,9291.74,0.0,0.0,14-10-2024,Retail,Delhi,18.789999999999964
2084.0,Training,Metcon 7,M,2.0,7561.85,0.0,0.0,2023-12-24,Online,Mumbai,1408.3899999999999
2085.0,Basketball,Kyrie Flytrap,L,0.0,7561.85,0.0,0.0,2024/12/17,Retail,Kolkata,1098.72
2086.0,Soccer,Mercurial Superfly,L,0.0,4656.28,0.45,0.0,2024-10-11,Online,Kolkata,2742.66
2087.0,Basketball,Zoom Freak,XL,4.0,4656.28,0.0,0.0,2024/11/01,Online,Kolkata,4777.5
2088.0,Running,Free RN,XL,4.0,6874.77,0.0,0.0,26-04-2025,Online,Bangalore,3702.93
2089.0,Training,Flex Trainer,L,2.0,6874.77,0.6,5499.82,02-12-2024,Online,Mumbai,-76.66000000000008
2090.0,Lifestyle,Dunk Low,8,2.0,9246.88,0.0,0.0,10-11-2024,Retail,Bangalore,1163.15
2091.0,Running,Air Zoom,11,2.0,9246.88,0.0,0.0,10-11-2024,Retail,Mumbai,2917.55
2092.0,Basketball,Zoom Freak,XL,2.0,4276.36,1.13,0.0,10-11-2024,Online,Delhi,1207.2
2093.0,Running,Free RN,XL,0.0,4276.36,0.29,0.0,10-11-2024,Online,Kolkata,853.27
2094.0,Training,Flex Trainer,10,1.0,4276.36,0.0,0.0,10-11-2024,Retail,Delhi,3974.58
2095.0,Lifestyle,Waffle One,M,2.0,7978.89,0.0,0.0,16-10-2024,Online,Delhi,1880.5700000000002
2096.0,Running,Pegasus Turbo,XL,2.0,7978.89,0.0,0.0,24-12-2024,Online,Kolkata,1288.66
2097.0,Training,ZoomX Invincible,XL,2.0,7978.89,0.0,0.0,2024-01-24,Online,Bangalore,1769.05
2098.0,Training,ZoomX Invincible,L,2.0,5690.69,0.69,0.0,2024-01-24,Online,hyderbad,1098.3
2099.0,Soccer,Mercurial Superfly,M,2.0,5937.52,0.32,0.0,01-02-2025,Retail,Mumbai,1360.97
2100.0,Soccer,Phantom GT,8,1.0,5937.52,0.0,0.0,2025-07-11,Retail,Mumbai,3287.57
2101.0,Running,Free RN,XL,-1.0,2010.07,0.0,0.0,2025/07/03,Online,Hyderabad,4398.01
2102.0,Soccer,Mercurial Superfly,XL,-1.0,6777.88,0.77,0.0,10-04-2025,Online,Pune,1284.17
2103.0,Basketball,LeBron 20,XL,-1.0,6777.88,0.0,0.0,2025/01/08,Online,Kolkata,1469.6100000000001
2104.0,Basketball,Kyrie Flytrap,M,2.0,5744.7,0.0,0.0,17-11-2024,Retail,Delhi,3905.91
2105.0,Training,Metcon 7,M,2.0,5744.7,0.0,0.0,17-11-2024,Retail,Mumbai,2716.04
2106.0,Running,Free RN,M,4.0,2201.54,0.0,0.0,2024/08/30,Retail,bengaluru,1076.95
2107.0,Running,React Infinity,M,4.0,2201.54,0.0,0.0,2024/08/30,Online,Hyd,815.31
2108.0,Lifestyle,Air Force 1,XL,0.0,2201.54,0.27,0.0,15-11-2024,Retail,Mumbai,661.23
2109.0,Basketball,Zoom Freak,M,0.0,2201.54,0.0,0.0,29-01-2025,Retail,Kolkata,4791.88
2110.0,Running,Air Zoom,12,1.0,2201.54,0.42,0.0,2024-12-25,Retail,Pune,740.71
2111.0,Lifestyle,Waffle One,XL,1.0,2201.54,1.14,0.0,2024/11/21,Retail,bengaluru,2326.67
2112.0,Training,Metcon 7,XL,1.0,2201.54,0.0,0.0,2023-12-19,Retail,bengaluru,1697.42
2113.0,Basketball,Air Jordan,XL,1.0,3939.34,0.0,0.0,2023-12-19,Retail,Pune,3918.93
2114.0,Training,Flex Trainer,XL,1.0,3167.33,0.53,1488.65,2024/08/27,Retail,Pune,2567.37
2115.0,Soccer,Phantom GT,6,2.0,7607.45,0.0,0.0,2024/08/27,Online,Kolkata,2969.0299999999997
2116.0,Basketball,LeBron 20,L,0.0,4038.32,1.13,0.0,2024/08/27,Online,Hyderabad,3088.55
2117.0,Training,SuperRep Go,L,0.0,7645.96,0.0,0.0,2024-10-30,Online,Pune,3037.4300000000003
2118.0,Basketball,Zoom Freak,XL,2.0,8426.54,0.0,0.0,2023-09-21,Online,hyderbad,3696.85
2119.0,Training,Metcon 7,11,-1.0,6436.11,0.41,0.0,05-04-2025,Retail,Kolkata,3887.81
2120.0,Soccer,Phantom GT,12,-1.0,6436.11,0.0,0.0,14-12-2024,Retail,Pune,672.0
2000.0,Running,React Infinity,M,-1.0,6436.11,0.0,0.0,2023-11-20,Retail,Kolkata,1929.75
2122.0,Soccer,Mercurial Superfly,L,0.0,6436.11,0.0,0.0,15-09-2024,Retail,bengaluru,2078.48
2123.0,Running,Air Zoom,L,-1.0,6436.11,0.0,0.0,15-09-2024,Retail,Hyd,3195.52
2124.0,Basketball,Kyrie Flytrap,L,-1.0,6436.11,1.24,0.0,04-07-2025,Online,Kolkata,1432.04
2125.0,Soccer,Tiempo Legend,M,-1.0,5399.58,0.0,0.0,10-12-2024,Retail,Hyderabad,2051.2200000000003
2126.0,Running,Pegasus Turbo,L,-1.0,5399.58,0.0,0.0,2024/12/14,Retail,Pune,3508.34
2127.0,Training,Metcon 7,L,-1.0,4020.5,0.0,0.0,2023-08-19,Online,Mumbai,4718.37
2128.0,Basketball,LeBron 20,L,3.0,8750.71,0.0,0.0,14-09-2024,Retail,Bangalore,2411.29
2129.0,Basketball,Zoom Freak,9,3.0,5561.82,0.0,0.0,14-09-2024,Retail,Delhi,1841.4
2130.0,Soccer,Premier III,10,3.0,5561.82,0.24,0.0,14-09-2024,Online,bengaluru,3962.75
2131.0,Running,Free RN,XL,2.0,5561.82,0.0,0.0,2024/10/10,Retail,Mumbai,3227.48
2132.0,Running,Free RN,L,2.0,6789.53,0.0,0.0,2024/10/10,Online,Delhi,4882.219999999999
2133.0,Training,Metcon 7,XL,2.0,6789.53,0.0,0.0,2024/10/10,Retail,Pune,833.19
2134.0,Training,ZoomX Invincible,M,2.0,4738.62,0.0,0.0,06-08-2024,Online,Hyderabad,2009.28
2135.0,Basketball,Zoom Freak,L,2.0,9106.61,0.74,4735.44,2024-11-03,Retail,hyderbad,3422.38
2136.0,Training,ZoomX Invincible,L,1.0,5222.02,0.0,0.0,2024-09-15,Online,Pune,4672.24
2137.0,Soccer,Phantom GT,11,0.0,5222.02,0.95,0.0,2025/01/12,Online,Delhi,2796.76
2138.0,Running,Pegasus Turbo,11,2.0,8055.2,0.0,0.0,14-06-2025,Online,Mumbai,2840.09
2139.0,Basketball,Air Jordan,M,-1.0,6765.74,0.0,0.0,2025/06/19,Retail,Mumbai,665.48
2140.0,Basketball,Zoom Freak,M,-1.0,6765.74,0.0,0.0,28-04-2025,Online,Bangalore,124.54999999999995
2141.0,Soccer,Tiempo Legend,L,-1.0,3313.21,1.1,0.0,2023-11-22,Retail,Kolkata,-32.47000000000003
2142.0,Soccer,Mercurial Superfly,L,-1.0,3313.21,0.0,0.0,2024-10-03,Retail,Kolkata,4.409999999999968
2143.0,Training,ZoomX Invincible,L,-1.0,3313.21,0.0,0.0,2025/03/10,Online,Delhi,2006.6599999999999
2144.0,Lifestyle,Waffle One,6,4.0,3313.21,0.0,0.0,30-03-2025,Online,Kolkata,3385.1
2145.0,Lifestyle,Blazer Mid,6,0.0,3313.21,0.67,0.0,2024/07/30,Online,Bangalore,2335.45
2146.0,Basketball,Air Jordan,XL,-1.0,3313.21,1.12,0.0,2025/02/15,Retail,Mumbai,91.14999999999998
2147.0,Soccer,Phantom GT,XL,-1.0,3313.21,0.0,0.0,2024-09-14,Online,Hyderabad,573.47
2148.0,Basketball,Kyrie Flytrap,M,2.0,3313.21,0.0,0.0,2025/06/19,Online,Hyd,1520.55
2149.0,Running,Pegasus Turbo,M,2.0,3313.21,0.0,0.0,2025/05/20,Online,Kolkata,404.30999999999995
2150.0,Basketball,LeBron 20,M,2.0,3313.21,0.48,3445.74,06-07-2025,Online,bengaluru,4221.62
2151.0,Soccer,Tiempo Legend,L,4.0,5619.75,0.0,0.0,2025-05-27,Online,bengaluru,3000.85
2152.0,Running,Free RN,8,0.0,2963.16,0.0,0.0,2024/08/18,Online,bengaluru,4819.41
2153.0,Running,React Infinity,XL,0.0,2963.16,0.09,0.0,2024/08/18,Retail,Pune,2246.58
2154.0,Lifestyle,Blazer Mid,XL,3.0,2963.16,0.0,0.0,2025-04-01,Online,Bangalore,3381.85
2155.0,Soccer,Phantom GT,M,3.0,3987.65,0.0,0.0,31-08-2024,Online,hyderbad,2475.15
2156.0,Soccer,Tiempo Legend,M,0.0,3987.65,0.0,0.0,31-08-2024,Online,Pune,713.9300000000001
2157.0,Soccer,Premier III,M,1.0,3987.65,0.0,0.0,2025/04/29,Online,Delhi,298.99
2158.0,Running,React Infinity,M,-1.0,3987.65,0.5,0.0,28-01-2025,Online,Mumbai,1514.79
2159.0,Training,ZoomX Invincible,XL,2.0,3987.65,0.0,0.0,2025-03-01,Retail,Delhi,3781.72
2160.0,Running,Air Zoom,XL,0.0,5119.41,0.0,0.0,2025-03-01,Retail,Mumbai,4744.91
2161.0,Lifestyle,Waffle One,M,0.0,5119.41,0.8,0.0,2025/03/06,Online,Pune,2956.8
2162.0,Lifestyle,Blazer Mid,8,0.0,7662.11,0.0,0.0,2025/03/06,Online,Mumbai,3398.55
2163.0,Lifestyle,Dunk Low,7,0.0,4577.65,1.24,0.0,2025/03/06,Retail,Hyderabad,4344.98
2164.0,Soccer,Mercurial Superfly,8,0.0,4577.65,0.95,0.0,23-10-2024,Online,Pune,127.10000000000002
2165.0,Training,SuperRep Go,L,4.0,4577.65,0.0,0.0,2024/11/11,Retail,Kolkata,3460.19
2166.0,Lifestyle,Air Force 1,M,3.0,7312.38,0.0,0.0,01-02-2025,Online,Mumbai,4364.05
2167.0,Running,React Infinity,XL,3.0,3055.79,0.0,0.0,2024-08-01,Retail,Mumbai,2259.58
2168.0,Running,Pegasus Turbo,M,4.0,4046.05,0.85,0.0,2024-08-01,Retail,Kolkata,4011.49
2169.0,Training,Flex Trainer,M,4.0,4046.05,0.01,16022.36,2024/12/14,Retail,Delhi,2057.58
2170.0,Lifestyle,Air Force 1,M,0.0,9378.52,0.0,0.0,2025/06/28,Online,Kolkata,4218.82
2022.0,Lifestyle,Air Force 1,L,-1.0,9378.52,1.06,0.0,2023-10-29,Retail,Mumbai,1128.92
2172.0,Training,ZoomX Invincible,M,-1.0,7988.99,1.2,0.0,2024/12/17,Online,bengaluru,90.13999999999999
2173.0,Running,Free RN,L,-1.0,6620.78,0.0,0.0,29-03-2025,Online,Bangalore,4770.030000000001
2174.0,Soccer,Phantom GT,L,4.0,3883.92,0.0,0.0,04-01-2025,Retail,Pune,1428.5
2175.0,Lifestyle,Blazer Mid,XL,4.0,7214.55,1.16,0.0,04-01-2025,Online,Pune,3457.78
2176.0,Soccer,Mercurial Superfly,XL,4.0,7214.55,0.0,0.0,04-01-2025,Online,bengaluru,4908.280000000001
2177.0,Lifestyle,Waffle One,XL,1.0,7214.55,0.0,0.0,2025-06-27,Retail,Mumbai,1885.37
2178.0,Running,Free RN,M,1.0,7214.55,0.0,0.0,28-10-2024,Retail,Bangalore,16.629999999999995
2179.0,Training,ZoomX Invincible,M,3.0,7214.55,0.0,0.0,2024-01-26,Retail,Pune,4135.92
2180.0,Basketball,LeBron 20,XL,2.0,7214.55,0.0,0.0,2024-05-15,Online,Pune,3189.84
2181.0,Lifestyle,Air Force 1,XL,2.0,7214.55,0.0,0.0,2025/01/06,Retail,Delhi,1419.58
2182.0,Basketball,Zoom Freak,11,4.0,7214.55,0.0,0.0,2025/06/08,Online,Mumbai,337.23
2183.0,Lifestyle,Waffle One,M,4.0,5389.56,0.0,0.0,2025/06/08,Online,Pune,3927.93
2184.0,Soccer,Mercurial Superfly,XL,4.0,4207.44,0.0,0.0,2025/06/08,Retail,Hyderabad,2980.73
2185.0,Training,ZoomX Invincible,XL,4.0,4207.44,0.59,6900.2,2025/06/08,Online,Kolkata,384.52
2186.0,Running,React Infinity,L,0.0,7795.32,0.0,0.0,09-11-2024,Retail,Bangalore,1540.83
2187.0,Running,React Infinity,L,-1.0,7795.32,0.0,0.0,09-11-2024,Online,Mumbai,3402.99
2188.0,Running,React Infinity,L,-1.0,4280.01,0.0,0.0,2024/10/02,Online,Pune,2278.0299999999997
2189.0,Training,SuperRep Go,L,3.0,4280.01,0.9,0.0,2024/10/02,Online,Hyd,4628.46
2190.0,Basketball,Kyrie Flytrap,L,3.0,4280.01,0.66,0.0,2024/09/28,Online,Delhi,2949.77
2191.0,Lifestyle,Air Force 1,8,3.0,6196.01,0.0,0.0,2024/09/28,Retail,Pune,-32.88000000000011
2192.0,Basketball,Kyrie Flytrap,XL,-1.0,6196.01,0.0,0.0,2023-10-13,Retail,Delhi,1554.9099999999999
2193.0,Lifestyle,Waffle One,XL,-1.0,6196.01,1.24,0.0,2025-01-17,Retail,Delhi,2803.66
2194.0,Soccer,Mercurial Superfly,M,2.0,6196.01,0.0,0.0,27-10-2024,Online,hyderbad,1926.03
2195.0,Training,SuperRep Go,L,2.0,2708.73,0.51,0.0,2025-06-30,Online,Delhi,2041.81
2196.0,Soccer,Premier III,L,2.0,2708.73,0.0,0.0,2025-06-30,Online,Delhi,1925.63
2197.0,Training,ZoomX Invincible,L,3.0,5570.72,0.0,0.0,2024-10-06,Online,bengaluru,581.5
2198.0,Training,SuperRep Go,7,4.0,5570.72,0.65,0.0,2025/01/05,Online,Pune,830.67
2199.0,Soccer,Premier III,M,1.0,5570.72,0.0,0.0,2024-05-10,Retail,Kolkata,1389.94
2200.0,Basketball,Air Jordan,9,3.0,5570.72,0.0,0.0,2024-05-10,Online,Delhi,2513.76
2201.0,Training,SuperRep Go,11,-1.0,7918.93,0.0,0.0,2024-05-10,Online,Mumbai,2403.56
2202.0,Basketball,Kyrie Flytrap,M,-1.0,7918.93,1.06,475.14,2025/07/04,Retail,Bangalore,2994.42
2203.0,Lifestyle,Air Force 1,M,0.0,6903.22,0.0,0.0,2025/05/17,Online,Pune,2556.95
2204.0,Basketball,LeBron 20,7,0.0,7660.41,0.0,0.0,2025/05/17,Online,Delhi,3076.75
2205.0,Running,React Infinity,XL,0.0,5172.62,0.0,0.0,24-04-2025,Retail,Pune,532.48
2206.0,Training,Flex Trainer,M,2.0,5172.62,0.0,0.0,2024/09/01,Online,Delhi,475.15
2207.0,Running,Pegasus Turbo,XL,4.0,5172.62,0.0,0.0,2024/09/01,Online,Hyderabad,3101.41
2208.0,Basketball,LeBron 20,M,4.0,5172.62,0.97,0.0,2024/09/01,Retail,hyderbad,-74.03999999999996
2209.0,Training,SuperRep Go,XL,4.0,7670.82,0.0,0.0,2024/09/01,Retail,Hyd,2956.7
2210.0,Lifestyle,Blazer Mid,XL,4.0,7670.82,0.0,0.0,09-08-2024,Retail,Kolkata,1701.02
2000.0,Training,Metcon 7,L,4.0,7670.82,0.94,0.0,2024-02-27,Retail,bengaluru,3372.82
2212.0,Lifestyle,Blazer Mid,L,2.0,7670.82,0.0,0.0,2024/09/23,Online,Kolkata,912.05
2213.0,Running,Air Zoom,9,2.0,5714.92,0.0,0.0,2024/12/16,Online,Delhi,4741.139999999999
2214.0,Basketball,LeBron 20,XL,2.0,5016.03,0.0,0.0,2024/12/16,Retail,Mumbai,2446.0
2215.0,Basketball,Zoom Freak,XL,3.0,3111.62,0.36,0.0,2024/12/16,Online,Kolkata,4254.0599999999995
2216.0,Lifestyle,Air Force 1,M,1.0,3111.62,0.0,0.0,2025/04/15,Online,Hyd,3617.56
2217.0,Lifestyle,Waffle One,L,2.0,3375.97,0.0,0.0,2025/04/15,Retail,Delhi,3190.84
2218.0,Soccer,Premier III,6,2.0,3375.97,0.0,0.0,2024/09/09,Online,Bangalore,2440.02
2219.0,Basketball,Air Jordan,M,-1.0,3375.97,1.06,0.0,2024/09/09,Online,bengaluru,4305.719999999999
2220.0,Training,SuperRep Go,M,2.0,3375.97,0.0,0.0,2024/09/09,Online,Kolkata,1890.1399999999999
2221.0,Lifestyle,Waffle One,L,2.0,3375.97,0.0,0.0,2024-01-06,Retail,Mumbai,702.95
2222.0,Training,ZoomX Invincible,XL,2.0,8897.19,0.11,15837.0,2024-12-21,Retail,Mumbai,3821.69
2223.0,Training,Flex Trainer,M,-1.0,9180.15,0.0,0.0,2025-02-15,Online,Kolkata,1799.28
2224.0,Lifestyle,Dunk Low,11,-1.0,2180.71,0.12,0.0,24-09-2024,Online,Pune,4278.7
2225.0,Basketball,Kyrie Flytrap,11,0.0,2180.71,0.0,0.0,2025/06/28,Retail,Hyd,2136.63
2226.0,Basketball,Zoom Freak,XL,0.0,2180.71,0.31,0.0,2025/06/28,Online,Delhi,868.96
2021.0,Running,React Infinity,XL,0.0,2180.71,0.82,0.0,2024/08/22,Retail,Hyd,3277.63
2228.0,Basketball,Zoom Freak,XL,0.0,9382.15,0.0,0.0,2024/08/22,Online,Kolkata,872.66
2229.0,Running,Air Zoom,XL,0.0,7143.23,0.0,0.0,2025/03/26,Retail,Mumbai,4284.360000000001
2230.0,Lifestyle,Dunk Low,10,0.0,2149.28,0.0,0.0,2025-01-04,Online,bengaluru,1781.56
2231.0,Training,Flex Trainer,9,0.0,2149.28,1.05,0.0,2025-01-04,Online,bengaluru,960.52
2232.0,Running,Free RN,XL,0.0,2149.28,0.32,0.0,2024/11/17,Online,Kolkata,3409.87
2233.0,Lifestyle,Air Force 1,XL,0.0,6189.1,0.0,0.0,2024-12-21,Online,Kolkata,3398.07
2234.0,Training,Flex Trainer,10,4.0,6189.1,1.12,-2970.77,2024-12-21,Retail,bengaluru,3085.62
2042.0,Basketball,Kyrie Flytrap,10,1.0,5254.47,0.0,0.0,26-02-2025,Retail,bengaluru,3459.63
2236.0,Soccer,Mercurial Superfly,M,3.0,5089.88,0.0,0.0,2025/06/26,Online,Delhi,1880.62
2237.0,Training,Metcon 7,M,3.0,5089.88,0.0,0.0,2025/06/26,Online,Mumbai,761.8199999999999
